payment_id,order_id,payment_method,amount
2119,8650,gift_card,2658
2120,7348,credit_card,2196
2121,7966,coupon,1038
2122,5077,gift_card,388
2123,7222,credit_card,7628
2124,2263,gift_card,1512
2125,8976,bank_transfer,6315
2126,6380,gift_card,7160
2127,6153,bank_transfer,3629
2128,4851,coupon,2809
2129,134,credit_card,1377
2130,3260,credit_card,761
2131,6922,credit_card,1231
2132,7878,credit_card,4890
2133,3481,credit_card,2106
2134,1394,coupon,1504
2135,3211,bank_transfer,6855
2136,9524,gift_card,7459
2137,3210,credit_card,2880
2138,3302,coupon,4428
2139,7409,coupon,2423
2140,3649,bank_transfer,1563
2141,8358,credit_card,1312
2142,7645,bank_transfer,7737
2143,3158,gift_card,5118
2144,821,coupon,2845
2145,9871,gift_card,344
2146,4948,gift_card,6166
2147,2801,bank_transfer,5675
2148,9912,credit_card,7474
2149,9633,coupon,7151
2150,4548,coupon,2901
2151,2813,gift_card,3980
2152,3191,gift_card,49
2153,4570,coupon,5535
2154,28,gift_card,4180
2155,8518,bank_transfer,769
2156,9590,coupon,6157
2157,5860,credit_card,3725
2158,6593,credit_card,2461
2159,7235,coupon,7723
2160,7941,credit_card,5912
2161,8508,bank_transfer,5243
2162,8552,gift_card,7045
2163,4702,credit_card,1422
2164,6808,gift_card,4289
2165,8522,credit_card,5032
2166,7573,bank_transfer,1351
2167,9344,coupon,4425
2168,7293,credit_card,7020
2169,6160,bank_transfer,7186
2170,7992,gift_card,5514
2171,6032,bank_transfer,3862
2172,1826,credit_card,3404
2173,9111,coupon,1313
2174,4902,coupon,2463
2175,6329,coupon,5800
2176,428,bank_transfer,2077
2177,5889,bank_transfer,1072
2178,7458,credit_card,5187
2179,5954,credit_card,5234
2180,4911,coupon,4769
2181,1934,gift_card,561
2182,4371,credit_card,1646
2183,3295,credit_card,6732
2184,56,coupon,2247
2185,1430,gift_card,2461
2186,9223,coupon,4652
2187,3703,credit_card,299
2188,7503,coupon,6833
2189,4681,bank_transfer,2603
2190,3009,credit_card,1304
2191,5749,gift_card,1112
2192,8096,coupon,4692
2193,3387,credit_card,868
2194,4014,credit_card,5849
2195,5244,credit_card,6791
2196,440,bank_transfer,3213
2197,2620,bank_transfer,3018
2198,1287,coupon,5826
2199,8734,credit_card,6407
2200,6980,gift_card,7827
2201,8358,coupon,7145
2202,7494,coupon,5888
2203,7347,gift_card,4534
2204,3919,gift_card,7370
2205,9255,bank_transfer,7857
2206,8274,coupon,2006
2207,253,bank_transfer,1438
2208,5568,bank_transfer,4689
2209,2379,coupon,5761
2210,8976,bank_transfer,7815
2211,9666,gift_card,5918
2212,988,coupon,7345
2213,8127,bank_transfer,4763
2214,3304,gift_card,6333
2215,7978,bank_transfer,4333
2216,8027,bank_transfer,6528
2217,129,bank_transfer,7650
2218,711,gift_card,4883
2219,3335,credit_card,1972
2220,7652,bank_transfer,2248
2221,2111,coupon,3380
2222,4545,gift_card,1872
2223,7886,coupon,672
2224,4941,coupon,2809
2225,6939,credit_card,744
2226,1739,bank_transfer,6269
2227,952,bank_transfer,6245
2228,3563,bank_transfer,5102
2229,8761,gift_card,6553
2230,9745,bank_transfer,7248
2231,5324,gift_card,3060
2232,7459,gift_card,4991
2233,2074,gift_card,7455
2234,3581,bank_transfer,1218
2235,2464,coupon,5933
2236,1838,credit_card,4794
2237,6161,bank_transfer,1247
2238,8950,credit_card,4177
2239,7515,coupon,1110
2240,6354,coupon,6002
2241,689,gift_card,7226
2242,907,gift_card,4464
2243,5912,gift_card,3483
2244,6733,coupon,271
2245,2260,coupon,4217
2246,7746,coupon,6202
2247,8559,bank_transfer,1475
2248,7350,bank_transfer,5120
2249,7944,credit_card,6047
2250,4762,credit_card,7722
2251,4057,coupon,1980
2252,912,gift_card,500
2253,6477,credit_card,4956
2254,2216,bank_transfer,5825
2255,2113,credit_card,307
2256,5414,coupon,4251
2257,3427,coupon,4348
2258,1073,gift_card,553
2259,3577,credit_card,3515
2260,8301,gift_card,5868
2261,7014,credit_card,5493
2262,733,coupon,3510
2263,9714,gift_card,5312
2264,477,bank_transfer,7534
2265,4211,bank_transfer,2841
2266,8244,coupon,7719
2267,7523,bank_transfer,3396
2268,344,bank_transfer,6394
2269,4572,credit_card,3054
2270,8291,coupon,6279
2271,4775,credit_card,6340
2272,5043,bank_transfer,3336
2273,7280,coupon,3109
2274,1719,coupon,2722
2275,3436,coupon,3924
2276,1930,credit_card,4417
2277,7323,bank_transfer,7109
2278,6985,credit_card,3747
2279,3990,coupon,4098
2280,361,coupon,1441
2281,932,gift_card,4078
2282,8790,coupon,7417
2283,4404,gift_card,6307
2284,7936,gift_card,2747
2285,9347,coupon,1317
2286,665,coupon,5558
2287,6378,credit_card,2971
2288,2361,coupon,4929
2289,3856,bank_transfer,7438
2290,5636,gift_card,2008
2291,7990,gift_card,4634
2292,6354,credit_card,7593
2293,2489,coupon,6664
2294,9465,bank_transfer,666
2295,4700,coupon,6996
2296,2258,coupon,1244
2297,5617,gift_card,4264
2298,5581,gift_card,2909
2299,4275,gift_card,4351
2300,898,coupon,1961
2301,5538,credit_card,5486
2302,3627,gift_card,4472
2303,9478,gift_card,3389
2304,4861,coupon,462
2305,8906,coupon,3493
2306,1007,gift_card,3136
2307,6333,bank_transfer,2392
2308,6776,bank_transfer,3497
2309,9487,coupon,579
2310,7407,gift_card,4065
2311,5958,gift_card,5760
2312,4890,credit_card,2697
2313,6486,coupon,1279
2314,5321,credit_card,5717
2315,5025,coupon,1036
2316,6372,bank_transfer,6962
2317,677,coupon,6624
2318,3117,credit_card,3426
2319,3544,bank_transfer,6488
2320,2886,credit_card,4911
2321,8234,bank_transfer,4460
2322,6397,bank_transfer,5822
2323,1708,bank_transfer,1878
2324,5063,coupon,3132
2325,2357,bank_transfer,4953
2326,2099,credit_card,5930
2327,1917,coupon,365
2328,3303,bank_transfer,238
2329,3589,gift_card,4238
2330,3379,gift_card,3961
2331,8922,bank_transfer,822
2332,5968,gift_card,1083
2333,2921,credit_card,2680
2334,2372,bank_transfer,1917
2335,1148,coupon,6190
2336,9137,bank_transfer,4277
2337,2200,credit_card,3399
2338,9389,coupon,4972
2339,1876,credit_card,115
2340,9173,gift_card,6833
2341,2687,credit_card,3825
2342,9099,gift_card,7104
2343,9332,gift_card,1389
2344,8109,credit_card,341
2345,9595,coupon,1123
2346,9019,bank_transfer,1941
2347,5583,credit_card,3026
2348,4536,coupon,6106
2349,2377,credit_card,4029
2350,7553,coupon,3042
2351,6643,credit_card,7282
2352,4581,credit_card,2726
2353,3215,gift_card,5064
2354,1782,credit_card,2059
2355,2866,credit_card,7921
2356,4061,credit_card,6437
2357,3337,credit_card,6425
2358,9616,bank_transfer,970
2359,3327,gift_card,7361
2360,5606,gift_card,3228
2361,5494,coupon,240
2362,7114,credit_card,2312
2363,6823,coupon,3688
2364,9583,coupon,5305
2365,1969,gift_card,3132
2366,5140,gift_card,722
2367,3379,coupon,5136
2368,8653,coupon,275
2369,1626,gift_card,7021
2370,8109,gift_card,6248
2371,4968,bank_transfer,7093
2372,2916,bank_transfer,1831
2373,2721,coupon,2107
2374,198,gift_card,2231
2375,4901,bank_transfer,4916
2376,7426,bank_transfer,5255
2377,8205,gift_card,300
2378,8564,bank_transfer,862
2379,2451,gift_card,2941
2380,7724,gift_card,5315
2381,9854,gift_card,126
2382,8286,credit_card,436
2383,7751,credit_card,3712
2384,671,gift_card,1742
2385,1644,bank_transfer,1736
2386,1478,coupon,1705
2387,8339,gift_card,3621
2388,9348,gift_card,3480
2389,6525,credit_card,2695
2390,4694,gift_card,1368
2391,4804,credit_card,7336
2392,5076,credit_card,928
2393,8105,coupon,3871
2394,9173,gift_card,7487
2395,5531,bank_transfer,2456
2396,4422,gift_card,3558
2397,7213,coupon,3547
2398,5119,bank_transfer,2348
2399,3439,credit_card,3868
2400,4150,credit_card,4846
2401,3719,gift_card,1553
2402,5001,coupon,2223
2403,1920,bank_transfer,263
2404,6630,coupon,6887
2405,6023,coupon,2391
2406,9728,gift_card,357
2407,8095,credit_card,3107
2408,2363,bank_transfer,512
2409,7390,coupon,630
2410,1488,bank_transfer,3267
2411,5687,credit_card,4998
2412,757,coupon,5128
2413,5440,coupon,3031
2414,1655,credit_card,1278
2415,7050,bank_transfer,3511
2416,402,bank_transfer,2033
2417,7949,bank_transfer,3118
2418,5268,coupon,2640
2419,746,coupon,4672
2420,3551,gift_card,1776
2421,9571,credit_card,1153
2422,8987,coupon,5654
2423,5222,gift_card,2155
2424,1458,gift_card,7679
2425,4117,coupon,5160
2426,7023,gift_card,4454
2427,9474,bank_transfer,2720
2428,5367,coupon,1389
2429,9387,gift_card,6801
2430,3112,coupon,6672
2431,7903,gift_card,5044
2432,8204,gift_card,6309
2433,7869,credit_card,5708
2434,6066,gift_card,5590
2435,4435,bank_transfer,3749
2436,7625,credit_card,6928
2437,5895,bank_transfer,2123
2438,3082,coupon,5332
2439,2873,credit_card,5189
2440,5026,credit_card,5722
2441,2687,credit_card,5701
2442,6717,credit_card,6102
2443,4952,coupon,2949
2444,8449,bank_transfer,702
2445,2448,bank_transfer,6993
2446,8888,coupon,3923
2447,7154,credit_card,3429
2448,2679,credit_card,220
2449,7492,credit_card,5920
2450,1637,bank_transfer,2245
2451,8671,gift_card,7341
2452,7022,bank_transfer,2859
2453,5664,credit_card,818
2454,5769,coupon,6712
2455,6679,credit_card,6003
2456,8725,coupon,1888
2457,6843,bank_transfer,5424
2458,2888,credit_card,1921
2459,9338,credit_card,5146
2460,9997,coupon,6526
2461,2199,credit_card,1062
2462,2394,bank_transfer,5329
2463,5189,gift_card,6822
2464,9561,bank_transfer,6385
2465,3653,gift_card,5828
2466,1028,bank_transfer,2348
2467,1566,bank_transfer,4147
2468,8612,credit_card,5913
2469,415,bank_transfer,4318
2470,743,credit_card,7467
2471,6402,gift_card,5808
2472,1230,credit_card,3511
2473,8104,coupon,3915
2474,5540,credit_card,5302
2475,1780,coupon,1209
2476,8760,credit_card,4188
2477,1653,coupon,3646
2478,2431,credit_card,6935
2479,8418,coupon,5610
2480,4388,gift_card,1617
2481,9622,coupon,7846
2482,8827,gift_card,6143
2483,4038,coupon,888
2484,1804,bank_transfer,4989
2485,6031,gift_card,6400
2486,2476,bank_transfer,710
2487,9180,gift_card,365
2488,8555,gift_card,775
2489,2778,bank_transfer,3833
2490,1201,bank_transfer,652
2491,9524,bank_transfer,450
2492,8658,coupon,2509
2493,6514,coupon,6062
2494,4464,bank_transfer,2563
2495,9637,bank_transfer,6730
2496,332,coupon,3294
2497,3202,gift_card,1862
2498,2516,credit_card,3351
2499,7376,coupon,4671
2500,4364,credit_card,1268
2501,5876,coupon,563
2502,2405,gift_card,6895
2503,4214,credit_card,3592
2504,4048,credit_card,65
2505,6289,bank_transfer,221
2506,7800,credit_card,651
2507,3562,gift_card,4468
2508,3747,bank_transfer,4409
2509,2063,bank_transfer,5773
2510,6821,gift_card,7239
2511,1905,gift_card,2772
2512,5022,coupon,6378
2513,3922,bank_transfer,2070
2514,3786,coupon,7640
2515,4399,coupon,311
2516,77,gift_card,3603
2517,1730,credit_card,1132
2518,3675,credit_card,3635
2519,2192,bank_transfer,5984
2520,4847,bank_transfer,5286
2521,8782,credit_card,6024
2522,1082,bank_transfer,45
2523,2430,gift_card,3871
2524,6934,gift_card,2001
2525,5274,coupon,2382
2526,3442,bank_transfer,7839
2527,8769,coupon,1562
2528,3602,bank_transfer,6591
2529,7086,gift_card,4324
2530,8830,credit_card,4319
2531,6144,coupon,1093
2532,2982,coupon,4620
2533,5674,gift_card,5358
2534,2489,gift_card,5013
2535,1713,gift_card,5729
2536,3290,gift_card,4978
2537,1202,credit_card,3080
2538,8468,bank_transfer,1499
2539,7650,credit_card,6670
2540,7240,credit_card,2385
2541,3643,coupon,5539
2542,4021,gift_card,3123
2543,3423,credit_card,427
2544,448,gift_card,4759
2545,1592,gift_card,5632
2546,4913,credit_card,6079
2547,8396,bank_transfer,957
2548,4522,coupon,480
2549,3579,credit_card,1268
2550,1639,coupon,2463
2551,5282,coupon,1038
2552,9169,coupon,3827
2553,4097,bank_transfer,6275
2554,796,bank_transfer,5459
2555,7459,gift_card,7018
2556,531,gift_card,5323
2557,4485,gift_card,3879
2558,6762,credit_card,7486
2559,7419,coupon,7306
2560,4559,bank_transfer,4130
2561,6418,credit_card,2663
2562,3803,bank_transfer,641
2563,4172,coupon,1525
2564,6119,gift_card,1539
2565,6709,coupon,4673
2566,729,coupon,6298
2567,1465,credit_card,2820
2568,9214,gift_card,5291
2569,8961,coupon,2271
2570,4889,gift_card,1340
2571,4012,coupon,4203
2572,5675,gift_card,6874
2573,8388,gift_card,3529
2574,2153,bank_transfer,2526
2575,3507,gift_card,1966
2576,5065,bank_transfer,2519
2577,4764,credit_card,177
2578,5774,credit_card,1434
2579,1341,bank_transfer,387
2580,8622,coupon,4511
2581,1692,bank_transfer,1396
2582,3461,gift_card,4140
2583,4901,credit_card,2252
2584,9100,credit_card,5759
2585,7076,credit_card,6561
2586,7100,bank_transfer,7689
2587,7634,coupon,1963
2588,330,coupon,7032
2589,4475,bank_transfer,7155
2590,9887,bank_transfer,6108
2591,9354,bank_transfer,2602
2592,1006,bank_transfer,3330
2593,8672,coupon,969
2594,9245,credit_card,1488
2595,5409,bank_transfer,4220
2596,8161,coupon,6648
2597,6079,gift_card,502
2598,6992,credit_card,3822
2599,8406,bank_transfer,2510
2600,1588,gift_card,4921
2601,2570,credit_card,3651
2602,9363,gift_card,7902
2603,2394,gift_card,1871
2604,9879,gift_card,5276
2605,8580,coupon,4950
2606,7632,bank_transfer,1297
2607,7613,gift_card,2941
2608,6270,credit_card,5705
2609,5409,credit_card,1713
2610,2185,coupon,5043
2611,4767,credit_card,7768
2612,8028,credit_card,1775
2613,8382,gift_card,7286
2614,9131,gift_card,3935
2615,9993,credit_card,7546
2616,5116,credit_card,6995
2617,5467,coupon,5925
2618,2109,bank_transfer,3345
2619,634,bank_transfer,69
2620,6930,bank_transfer,4240
2621,6362,gift_card,4193
2622,7074,gift_card,6664
2623,2214,credit_card,3856
2624,4243,gift_card,2329
2625,321,gift_card,4172
2626,5169,coupon,5093
2627,9602,coupon,3814
2628,1598,bank_transfer,6258
2629,6528,credit_card,1486
2630,2322,credit_card,5637
2631,6619,coupon,6233
2632,742,gift_card,7749
2633,5647,gift_card,3319
2634,9922,gift_card,6491
2635,5618,bank_transfer,5198
2636,1640,credit_card,1480
2637,4713,coupon,4986
2638,5684,gift_card,2304
2639,9501,credit_card,187
2640,7874,credit_card,7288
2641,8624,bank_transfer,6347
2642,977,credit_card,506
2643,3606,credit_card,167
2644,5790,coupon,4753
2645,6584,credit_card,7488
2646,5424,bank_transfer,4414
2647,6639,bank_transfer,4923
2648,5993,coupon,3069
2649,2685,credit_card,6497
2650,5963,bank_transfer,6481
2651,5618,bank_transfer,5642
2652,7488,credit_card,7645
2653,9438,bank_transfer,1989
2654,9254,bank_transfer,5565
2655,1009,gift_card,2575
2656,8288,bank_transfer,352
2657,8623,coupon,7401
2658,3205,bank_transfer,7187
2659,1503,gift_card,3046
2660,1142,bank_transfer,4566
2661,6989,bank_transfer,7202
2662,322,bank_transfer,4343
2663,231,coupon,5314
2664,8110,coupon,7942
2665,4876,gift_card,6328
2666,8933,credit_card,6284
2667,4780,credit_card,7922
2668,2529,coupon,6564
2669,3756,coupon,1170
2670,8965,credit_card,1651
2671,4886,gift_card,923
2672,5920,bank_transfer,7703
2673,477,credit_card,1182
2674,1490,credit_card,7284
2675,6253,gift_card,1036
2676,728,gift_card,4025
2677,8995,bank_transfer,502
2678,7595,coupon,3363
2679,1657,credit_card,7399
2680,883,bank_transfer,3768
2681,5157,gift_card,7833
2682,7164,gift_card,6054
2683,7473,credit_card,2040
2684,2150,gift_card,5264
2685,4044,coupon,1854
2686,6592,bank_transfer,2662
2687,9017,coupon,2954
2688,253,credit_card,4596
2689,4134,credit_card,7091
2690,9491,bank_transfer,4170
2691,1036,coupon,4742
2692,4697,bank_transfer,1265
2693,8608,gift_card,1364
2694,6035,gift_card,7703
2695,1972,credit_card,6857
2696,3014,bank_transfer,5634
2697,812,gift_card,678
2698,3016,gift_card,5417
2699,6910,bank_transfer,1494
2700,8638,bank_transfer,2968
2701,6035,coupon,267
2702,8674,coupon,4050
2703,927,gift_card,2315
2704,4077,coupon,5440
2705,3364,credit_card,741
2706,3404,gift_card,4604
2707,1982,bank_transfer,4249
2708,6643,bank_transfer,2456
2709,5907,credit_card,7190
2710,8616,gift_card,2763
2711,4617,gift_card,6443
2712,5439,bank_transfer,4714
2713,1511,coupon,7913
2714,486,coupon,683
2715,5810,bank_transfer,7165
2716,8241,gift_card,3423
2717,1200,credit_card,5880
2718,8986,bank_transfer,6119
2719,8851,gift_card,7985
2720,8366,credit_card,7589
2721,4617,credit_card,6324
2722,9541,coupon,728
2723,6233,credit_card,7366
2724,6646,credit_card,3336
2725,4613,coupon,4534
2726,7019,gift_card,5721
2727,965,coupon,3771
2728,9728,credit_card,650
2729,8842,credit_card,104
2730,3098,credit_card,7224
2731,6570,gift_card,4733
2732,329,credit_card,7531
2733,1305,credit_card,548
2734,4536,credit_card,5465
2735,3647,coupon,5384
2736,348,gift_card,5104
2737,9951,coupon,4513
2738,325,gift_card,1758
2739,1757,gift_card,4675
2740,5201,bank_transfer,1604
2741,8921,credit_card,3303
2742,7934,credit_card,954
2743,6902,gift_card,4468
2744,9010,bank_transfer,4625
2745,1557,credit_card,1933
2746,9398,gift_card,5282
2747,6749,gift_card,5731
2748,3205,gift_card,5936
2749,3317,credit_card,2645
2750,8917,credit_card,5714
2751,2062,gift_card,3026
2752,6552,gift_card,5802
2753,333,credit_card,3306
2754,1064,bank_transfer,4752
2755,4938,credit_card,1715
2756,7065,gift_card,2187
2757,3356,credit_card,1803
2758,264,bank_transfer,6243
2759,2403,gift_card,2384
2760,2792,credit_card,1776
2761,3557,gift_card,1556
2762,5495,bank_transfer,6925
2763,7374,bank_transfer,6690
2764,7826,bank_transfer,845
2765,8556,gift_card,3264
2766,2041,coupon,7482
2767,9605,credit_card,7992
2768,1689,credit_card,7936
2769,7590,credit_card,3289
2770,221,bank_transfer,397
2771,9354,bank_transfer,1116
2772,6948,credit_card,3410
2773,6619,coupon,6903
2774,40,coupon,7259
2775,2563,credit_card,6148
2776,8888,gift_card,1865
2777,2431,bank_transfer,3867
2778,6218,coupon,684
2779,5855,gift_card,2011
2780,1845,gift_card,6544
2781,5336,gift_card,7094
2782,9737,credit_card,7663
2783,9147,coupon,4581
2784,8654,credit_card,2160
2785,5932,gift_card,1343
2786,4630,coupon,1839
2787,5331,gift_card,6238
2788,195,coupon,293
2789,753,coupon,1031
2790,1430,coupon,2846
2791,5363,bank_transfer,6977
2792,7892,credit_card,5343
2793,7858,bank_transfer,2671
2794,7848,coupon,6556
2795,7356,credit_card,3592
2796,5014,credit_card,2119
2797,2431,coupon,5796
2798,2462,bank_transfer,666
2799,2085,coupon,6156
2800,2808,gift_card,869
2801,7409,coupon,2265
2802,2636,coupon,3948
2803,208,gift_card,3023
2804,631,credit_card,6873
2805,4004,gift_card,1351
2806,8037,coupon,4306
2807,4280,bank_transfer,2110
2808,8645,credit_card,5767
2809,3717,bank_transfer,4026
2810,9146,bank_transfer,3785
2811,1610,bank_transfer,5095
2812,5487,gift_card,6741
2813,218,gift_card,3416
2814,940,coupon,2254
2815,3480,gift_card,2100
2816,8844,bank_transfer,5655
2817,4419,gift_card,4640
2818,9438,coupon,1300
2819,9897,credit_card,6730
2820,2322,bank_transfer,2757
2821,7895,coupon,4495
2822,5782,bank_transfer,6342
2823,9802,credit_card,4795
2824,8543,credit_card,4342
2825,1460,coupon,7008
2826,9997,bank_transfer,6051
2827,2531,gift_card,6556
2828,8426,bank_transfer,1241
2829,16,coupon,942
2830,6120,gift_card,6416
2831,1315,coupon,6876
2832,54,coupon,6765
2833,5351,coupon,6677
2834,2798,coupon,5315
2835,926,gift_card,1294
2836,1820,gift_card,6986
2837,1321,bank_transfer,1912
2838,352,bank_transfer,6896
2839,8505,gift_card,806
2840,3731,coupon,7482
2841,2787,coupon,2967
2842,9828,credit_card,2431
2843,975,bank_transfer,7857
2844,9291,bank_transfer,2389
2845,6807,credit_card,5874
2846,3531,gift_card,730
2847,8836,gift_card,5122
2848,4019,credit_card,7501
2849,7152,coupon,6362
2850,5474,credit_card,4351
2851,4971,gift_card,7658
2852,6961,gift_card,7573
2853,9984,bank_transfer,1719
2854,8312,coupon,2320
2855,5578,credit_card,399
2856,5675,bank_transfer,5062
2857,6021,bank_transfer,3297
2858,8524,coupon,2634
2859,570,bank_transfer,4452
2860,7070,bank_transfer,5369
2861,7837,gift_card,2553
2862,8773,credit_card,1474
2863,1499,bank_transfer,4773
2864,7902,credit_card,1681
2865,1092,credit_card,2345
2866,7335,credit_card,1214
2867,8291,gift_card,1106
2868,3283,coupon,4332
2869,1961,bank_transfer,7659
2870,6583,gift_card,4162
2871,5108,gift_card,3976
2872,2120,bank_transfer,1718
2873,8114,credit_card,2544
2874,813,coupon,2103
2875,9110,gift_card,5409
2876,9085,coupon,6608
2877,8166,coupon,3794
2878,1356,gift_card,4526
2879,1460,credit_card,4502
2880,4691,bank_transfer,4683
2881,1253,bank_transfer,6507
2882,9918,credit_card,4592
2883,9557,credit_card,790
2884,9118,bank_transfer,1544
2885,6730,coupon,616
2886,4302,bank_transfer,5640
2887,4985,credit_card,5865
2888,3144,gift_card,1256
2889,2368,gift_card,6224
2890,3946,coupon,2111
2891,4818,bank_transfer,6799
2892,1478,credit_card,1309
2893,7544,bank_transfer,7644
2894,6262,gift_card,6679
2895,3081,credit_card,3134
2896,4805,credit_card,3814
2897,8290,bank_transfer,723
2898,224,credit_card,5741
2899,4031,coupon,4394
2900,3408,bank_transfer,6035
2901,9056,bank_transfer,1639
2902,9363,bank_transfer,5036
2903,4185,coupon,1284
2904,3810,gift_card,7316
2905,2964,bank_transfer,4214
2906,1145,bank_transfer,2556
2907,7843,coupon,1916
2908,7267,gift_card,6580
2909,5520,credit_card,2001
2910,7516,gift_card,3927
2911,5360,coupon,2308
2912,2748,coupon,3599
2913,7571,gift_card,5402
2914,6908,bank_transfer,5482
2915,7282,gift_card,471
2916,2087,credit_card,4411
2917,1799,coupon,4224
2918,4152,gift_card,6818
2919,9195,bank_transfer,6028
2920,9124,credit_card,4271
2921,7883,credit_card,5892
2922,6097,coupon,54
2923,7439,coupon,2891
2924,7521,credit_card,5116
2925,1340,bank_transfer,2573
2926,8608,coupon,1040
2927,2390,gift_card,985
2928,5993,bank_transfer,1887
2929,591,gift_card,3505
2930,4932,bank_transfer,1561
2931,3280,credit_card,1508
2932,1189,gift_card,3414
2933,4464,coupon,5116
2934,1563,bank_transfer,6780
2935,7404,coupon,5263
2936,9645,gift_card,1734
2937,9267,credit_card,5324
2938,3629,gift_card,482
2939,5978,coupon,3732
2940,1260,bank_transfer,3222
2941,8371,bank_transfer,4613
2942,3041,credit_card,852
2943,6137,bank_transfer,4195
2944,9233,coupon,4787
2945,404,bank_transfer,2034
2946,7790,gift_card,3690
2947,5708,credit_card,6833
2948,5632,bank_transfer,2356
2949,4853,gift_card,1702
2950,8193,gift_card,3190
2951,8209,gift_card,301
2952,6368,credit_card,6438
2953,7441,credit_card,5270
2954,2513,bank_transfer,7968
2955,7726,bank_transfer,991
2956,8723,gift_card,2057
2957,6562,gift_card,4359
2958,8580,gift_card,1139
2959,3364,credit_card,2277
2960,4090,coupon,7249
2961,5942,credit_card,216
2962,8321,coupon,2919
2963,9746,bank_transfer,6574
2964,9604,credit_card,1057
2965,8469,coupon,1807
2966,5696,credit_card,383
2967,1362,bank_transfer,2666
2968,3226,credit_card,6905
2969,5675,bank_transfer,2493
2970,2755,bank_transfer,3399
2971,7602,gift_card,5813
2972,6175,gift_card,740
2973,3107,coupon,4497
2974,131,gift_card,6495
2975,235,gift_card,684
2976,4707,bank_transfer,3527
2977,703,coupon,5702
2978,5166,gift_card,6709
2979,5850,credit_card,940
2980,341,gift_card,3697
2981,5673,gift_card,54
2982,33,coupon,5713
2983,4527,gift_card,4647
2984,4509,credit_card,276
2985,3438,credit_card,7296
2986,3570,gift_card,3968
2987,8490,credit_card,4817
2988,3719,gift_card,946
2989,3384,credit_card,1039
2990,1814,coupon,4962
2991,833,credit_card,1599
2992,9712,gift_card,1374
2993,7489,coupon,7450
2994,5976,coupon,1122
2995,2417,credit_card,2719
2996,1631,bank_transfer,3907
2997,9911,credit_card,5083
2998,9156,gift_card,3946
2999,9539,coupon,6702
3000,1322,credit_card,1625
3001,8267,credit_card,7644
3002,5747,bank_transfer,1588
3003,7832,bank_transfer,5427
3004,2868,gift_card,7565
3005,5994,coupon,5063
3006,8702,credit_card,330
3007,7504,credit_card,6739
3008,3371,gift_card,4068
3009,3345,credit_card,1910
3010,901,bank_transfer,2399
3011,1036,gift_card,5996
3012,8350,coupon,5515
3013,3121,credit_card,6831
3014,8698,bank_transfer,1744
3015,9588,credit_card,4547
3016,5824,coupon,1044
3017,3581,credit_card,4077
3018,3085,credit_card,2816
3019,8328,bank_transfer,7309
3020,8448,gift_card,3043
3021,6071,gift_card,7789
3022,4211,bank_transfer,578
3023,3651,bank_transfer,3222
3024,2458,coupon,4030
3025,5464,bank_transfer,3488
3026,4711,coupon,4138
3027,2665,bank_transfer,3794
3028,3141,gift_card,1705
3029,2197,gift_card,2799
3030,4137,credit_card,7228
3031,89,credit_card,1736
3032,6082,gift_card,6638
3033,1955,coupon,6965
3034,8375,gift_card,3240
3035,1686,credit_card,1259
3036,5774,bank_transfer,1338
3037,2232,gift_card,1761
3038,5904,credit_card,2168
3039,7083,credit_card,1615
3040,6237,credit_card,4716
3041,351,coupon,1992
3042,7853,credit_card,6617
3043,7162,credit_card,2699
3044,6200,bank_transfer,2770
3045,5168,gift_card,7529
3046,2489,bank_transfer,5346
3047,8793,bank_transfer,5429
3048,1996,credit_card,3386
3049,6297,coupon,898
3050,9661,gift_card,1455
3051,265,gift_card,5740
3052,6125,credit_card,5459
3053,8554,gift_card,1187
3054,1425,gift_card,7748
3055,6470,coupon,3505
3056,2518,gift_card,1315
3057,5637,coupon,6451
3058,9676,coupon,1753
3059,7864,credit_card,5929
3060,9932,gift_card,4249
3061,7162,credit_card,1075
3062,6957,credit_card,5187
3063,9273,credit_card,1329
3064,9653,credit_card,4066
3065,6282,coupon,4073
3066,1454,credit_card,1585
3067,6492,credit_card,2895
3068,4231,coupon,3642
3069,6683,bank_transfer,795
3070,4338,coupon,770
3071,8135,credit_card,7914
3072,8484,gift_card,1919
3073,2239,coupon,6925
3074,2981,gift_card,4995
3075,3567,credit_card,6934
3076,8713,credit_card,5985
3077,5328,coupon,7492
3078,5205,gift_card,2516
3079,7997,credit_card,560
3080,8402,bank_transfer,1316
3081,8069,credit_card,3409
3082,5233,credit_card,7862
3083,8648,credit_card,3985
3084,2568,credit_card,7559
3085,5003,coupon,106
3086,529,gift_card,6416
3087,561,gift_card,4712
3088,1536,coupon,7980
3089,2701,credit_card,855
3090,2301,credit_card,5149
3091,8102,gift_card,1768
3092,3691,credit_card,5623
3093,2538,gift_card,7508
3094,181,bank_transfer,7610
3095,9261,credit_card,4856
3096,6714,credit_card,7831
3097,2871,credit_card,5983
3098,8926,credit_card,3294
3099,2513,bank_transfer,1166
3100,9918,bank_transfer,5569
3101,144,credit_card,605
3102,758,gift_card,3007
3103,7423,coupon,7674
3104,6551,bank_transfer,5293
3105,5628,coupon,5089
3106,7850,credit_card,1471
3107,2562,credit_card,5580
3108,2141,bank_transfer,3329
3109,224,coupon,1288
3110,4330,bank_transfer,1338
3111,222,bank_transfer,4792
3112,1807,coupon,3526
3113,4073,coupon,7449
3114,6506,bank_transfer,4469
